Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
3/4/2024,"3,230","3,200","3,250","3,200","16,41M","0,62%"
4/4/2024,"3,160","3,250","3,280","3,150","19,49M","-2,17%"
5/4/2024,"3,240","3,130","3,250","3,110","29,87M","2,53%"
8/4/2024,"3,300","3,230","3,310","3,220","28,25M","1,85%"
9/4/2024,"3,290","3,330","3,350","3,270","14,56M","-0,30%"
10/4/2024,"3,330","3,280","3,330","3,260","19,76M","1,22%"
11/4/2024,"3,390","3,300","3,405","3,290","42,48M","1,80%"
12/4/2024,"3,330","3,350","3,400","3,300","22,26M","-1,77%"
15/04/2024,"3,310","3,320","3,350","3,290","26,27M","-0,60%"
16/04/2024,"3,270","3,250","3,300","3,230","14,43M","-1,21%"
17/04/2024,"3,210","3,260","3,330","3,200","20,71M","-1,83%"
18/04/2024,"3,390","3,260","3,420","3,230","50,84M","5,61%"
19/04/2024,"3,370","3,420","3,425","3,350","17,88M","-0,59%"
22/04/2024,"3,350","3,410","3,420","3,310","28,42M","-0,59%"
23/04/2024,"3,510","3,410","3,550","3,360","70,72M","4,78%"
24/04/2024,"3,480","3,570","3,570","3,410","22,18M","-0,85%"
25/04/2024,"3,500","3,490","3,530","3,470","16,96M","0,57%"
26/04/2024,"3,500","3,540","3,560","3,490","26,86M","0,00%"
29/04/2024,"3,500","3,530","3,540","3,470","16,28M","0,00%"
30/04/2024,"3,500","3,490","3,510","3,470","20,55M","0,00%"
1/5/2024,"3,490","3,480","3,530","3,470","13,53M","-0,29%"
2/5/2024,"3,500","3,490","3,500","3,430","24,45M","0,29%"
3/5/2024,"3,530","3,540","3,550","3,490","14,37M","0,86%"
6/5/2024,"3,530","3,540","3,550","3,500","12,53M","0,00%"
7/5/2024,"3,500","3,500","3,510","3,470","14,92M","-0,85%"
8/5/2024,"3,500","3,450","3,510","3,450","16,32M","0,00%"
9/5/2024,"3,550","3,480","3,565","3,480","21,46M","1,43%"
10/5/2024,"3,500","3,590","3,590","3,500","20,06M","-1,41%"
13/05/2024,"3,540","3,510","3,560","3,500","21,85M","1,14%"
14/05/2024,"3,560","3,560","3,600","3,530","21,71M","0,56%"
15/05/2024,"3,600","3,630","3,630","3,550","23,98M","1,12%"
16/05/2024,"3,650","3,760","3,770","3,640","61,96M","1,39%"
17/05/2024,"3,720","3,690","3,740","3,660","27,34M","1,92%"
20/05/2024,"3,740","3,700","3,750","3,680","37,36M","0,54%"
21/05/2024,"3,720","3,720","3,740","3,660","19,35M","-0,53%"
22/05/2024,"3,700","3,740","3,770","3,690","32,07M","-0,54%"
23/05/2024,"3,670","3,700","3,700","3,610","24,31M","-0,81%"
24/05/2024,"3,660","3,650","3,710","3,640","21,93M","-0,27%"
28/05/2024,"3,650","3,700","3,700","3,640","9,58M","-0,27%"
29/05/2024,"3,640","3,600","3,660","3,590","11,76M","-0,27%"
30/05/2024,"3,650","3,610","3,690","3,600","24,28M","0,27%"
31/05/2024,"3,670","3,660","3,685","3,630","64,82M","0,55%"
3/6/2024,"3,670","3,680","3,700","3,640","18,48M","0,00%"
4/6/2024,"3,660","3,620","3,670","3,620","13,26M","-0,27%"
5/6/2024,"3,680","3,640","3,700","3,635","16,00M","0,55%"
6/6/2024,"3,680","3,685","3,720","3,650","26,42M","0,00%"
7/6/2024,"3,670","3,660","3,700","3,655","14,19M","-0,27%"
10/6/2024,"3,640","3,660","3,700","3,600","20,64M","-0,82%"
11/6/2024,"3,620","3,600","3,650","3,600","12,58M","-0,55%"
12/6/2024,"3,650","3,620","3,680","3,612","14,26M","0,83%"
13/06/2024,"3,640","3,640","3,680","3,640","11,41M","-0,27%"
14/06/2024,"3,600","3,610","3,640","3,570","32,08M","-1,10%"
17/06/2024,"3,590","3,590","3,610","3,550","13,36M","-0,28%"
18/06/2024,"3,530","3,585","3,620","3,510","29,78M","-1,67%"
20/06/2024,"3,520","3,510","3,540","3,470","18,44M","-0,28%"
21/06/2024,"3,540","3,510","3,550","3,480","18,92M","0,57%"
24/06/2024,"3,530","3,570","3,605","3,530","9,69M","-0,28%"
25/06/2024,"3,520","3,570","3,570","3,490","11,32M","-0,28%"
26/06/2024,"3,510","3,520","3,560","3,500","9,78M","-0,28%"
27/06/2024,"3,540","3,510","3,550","3,500","11,25M","0,85%"
28/06/2024,"3,550","3,570","3,580","3,510","14,06M","0,28%"
1/7/2024,"3,530","3,545","3,590","3,500","19,33M","-0,56%"
2/7/2024,"3,500","3,520","3,520","3,460","17,22M","-0,85%"
3/7/2024,"3,540","3,530","3,570","3,515","9,41M","1,14%"
5/7/2024,"3,550","3,560","3,570","3,520","10,66M","0,28%"
8/7/2024,"3,550","3,540","3,560","3,530","10,72M","0,00%"
9/7/2024,"3,580","3,550","3,580","3,520","12,37M","0,85%"
10/7/2024,"3,580","3,600","3,600","3,540","10,85M","0,00%"
11/7/2024,"3,590","3,580","3,620","3,560","13,49M","0,28%"
12/7/2024,"3,610","3,645","3,670","3,590","12,05M","0,56%"
15/07/2024,"3,550","3,610","3,620","3,500","25,56M","-1,66%"
16/07/2024,"3,550","3,550","3,580","3,510","14,10M","0,00%"
17/07/2024,"3,490","3,550","3,550","3,465","23,79M","-1,69%"
18/07/2024,"3,410","3,485","3,490","3,370","35,26M","-2,29%"
19/07/2024,"3,380","3,375","3,440","3,370","17,21M","-0,88%"
22/07/2024,"3,380","3,400","3,410","3,360","12,56M","0,00%"
23/07/2024,"3,380","3,350","3,390","3,350","6,39M","0,00%"
24/07/2024,"3,360","3,360","3,390","3,330","21,33M","-0,59%"
25/07/2024,"3,320","3,310","3,350","3,280","17,73M","-1,19%"
26/07/2024,"3,330","3,320","3,350","3,300","13,95M","0,30%"
29/07/2024,"3,310","3,320","3,325","3,290","11,95M","-0,60%"
30/07/2024,"3,300","3,280","3,310","3,250","15,75M","-0,30%"
31/07/2024,"3,300","3,340","3,348","3,290","13,32M","0,00%"
1/8/2024,"3,240","3,290","3,310","3,210","13,80M","-1,82%"
2/8/2024,"3,240","3,150","3,280","3,120","21,01M","0,00%"
5/8/2024,"3,220","3,000","3,270","2,980","27,75M","-0,62%"
6/8/2024,"3,170","3,190","3,220","3,150","25,24M","-1,55%"
7/8/2024,"3,170","3,160","3,220","3,160","17,82M","0,00%"
8/8/2024,"3,230","3,170","3,230","3,140","24,38M","1,89%"
9/8/2024,"3,240","3,240","3,290","3,230","13,20M","0,31%"
12/8/2024,"3,260","3,230","3,290","3,210","26,40M","0,62%"
13/08/2024,"3,370","3,280","3,380","3,280","16,12M","3,37%"
14/08/2024,"3,370","3,390","3,440","3,330","36,78M","0,00%"
15/08/2024,"3,120","3,190","3,330","3,080","85,63M","-7,42%"
16/08/2024,"3,170","3,160","3,200","3,120","35,78M","1,60%"
19/08/2024,"3,330","3,190","3,360","3,180","41,65M","5,05%"
20/08/2024,"3,230","3,370","3,370","3,220","19,27M","-3,00%"
21/08/2024,"3,210","3,230","3,245","3,190","24,15M","-0,62%"
22/08/2024,"3,200","3,220","3,240","3,190","19,65M","-0,31%"
23/08/2024,"3,230","3,230","3,270","3,220","19,10M","0,94%"
26/08/2024,"3,240","3,230","3,280","3,190","21,30M","0,31%"
27/08/2024,"3,240","3,240","3,270","3,220","13,07M","0,00%"
28/08/2024,"3,210","3,240","3,240","3,170","13,50M","-0,93%"
29/08/2024,"3,200","3,190","3,230","3,180","17,60M","-0,31%"
30/08/2024,"3,220","3,220","3,250","3,200","17,87M","0,62%"
3/9/2024,"3,320","3,225","3,360","3,190","29,01M","3,11%"
4/9/2024,"3,330","3,295","3,350","3,270","12,97M","0,30%"
5/9/2024,"3,340","3,350","3,370","3,320","12,52M","0,30%"
6/9/2024,"3,290","3,290","3,330","3,280","14,63M","-1,50%"
9/9/2024,"3,350","3,320","3,350","3,300","15,57M","1,82%"
10/9/2024,"3,350","3,320","3,380","3,305","16,78M","0,00%"
11/9/2024,"3,450","3,340","3,470","3,330","24,88M","2,99%"
12/9/2024,"3,450","3,475","3,500","3,420","19,36M","0,00%"
13/09/2024,"3,470","3,480","3,500","3,455","11,58M","0,58%"
16/09/2024,"3,500","3,490","3,500","3,460","11,96M","0,86%"
17/09/2024,"3,570","3,510","3,580","3,480","26,82M","2,00%"
18/09/2024,"3,660","3,590","3,685","3,580","92,69M","2,52%"
19/09/2024,"3,660","3,690","3,700","3,640","22,32M","0,00%"
20/09/2024,"3,640","3,640","3,660","3,560","19,87M","-0,55%"
23/09/2024,"3,650","3,630","3,695","3,630","25,51M","0,27%"
24/09/2024,"3,700","3,670","3,720","3,661","21,42M","1,37%"
25/09/2024,"3,780","3,700","3,790","3,680","47,33M","2,16%"
26/09/2024,"3,800","3,830","3,860","3,780","29,00M","0,53%"
27/09/2024,"3,850","3,800","3,880","3,770","30,72M","1,32%"
30/09/2024,"3,800","3,880","3,880","3,750","36,78M","-1,30%"
1/10/2024,"3,790","3,800","3,810","3,740","39,07M","-0,26%"
2/10/2024,"3,770","3,800","3,800","3,670","31,68M","-0,53%"
3/10/2024,"3,700","3,740","3,770","3,690","27,90M","-1,86%"
4/10/2024,"3,680","3,710","3,720","3,680","22,55M","-0,54%"
7/10/2024,"3,690","3,670","3,710","3,670","19,29M","0,27%"
8/10/2024,"3,700","3,670","3,700","3,630","35,23M","0,27%"
9/10/2024,"3,660","3,670","3,680","3,640","19,62M","-1,08%"
10/10/2024,"3,630","3,635","3,640","3,580","22,80M","-0,82%"
11/10/2024,"3,650","3,650","3,666","3,600","25,08M","0,55%"
14/10/2024,"3,630","3,670","3,680","3,620","25,56M","-0,55%"
15/10/2024,"3,610","3,640","3,640","3,580","32,70M","-0,55%"
16/10/2024,"3,600","3,630","3,670","3,590","17,75M","-0,28%"
17/10/2024,"3,620","3,630","3,640","3,602","14,30M","0,56%"
18/10/2024,"3,730","3,640","3,740","3,620","34,80M","3,04%"
21/10/2024,"4,030","3,750","4,060","3,750","59,16M","8,04%"
22/10/2024,"4,160","4,150","4,220","4,110","68,35M","3,23%"
23/10/2024,"4,140","4,195","4,320","4,130","52,81M","-0,48%"
24/10/2024,"4,130","4,110","4,160","4,090","42,01M","-0,24%"
25/10/2024,"4,070","4,155","4,180","4,040","21,57M","-1,45%"
28/10/2024,"4,170","4,120","4,200","4,110","24,93M","2,46%"
29/10/2024,"4,170","4,150","4,240","4,140","24,30M","0,00%"
30/10/2024,"4,120","4,140","4,140","4,060","15,91M","-1,20%"
31/10/2024,"4,080","4,140","4,160","4,060","19,76M","-0,97%"
1/11/2024,"4,070","4,050","4,090","4,020","12,66M","-0,25%"
4/11/2024,"4,090","4,050","4,140","4,040","14,47M","0,49%"
5/11/2024,"4,190","4,080","4,200","4,080","19,28M","2,44%"
6/11/2024,"4,220","4,200","4,230","4,110","22,59M","0,72%"
7/11/2024,"4,270","4,320","4,440","4,260","23,57M","1,18%"
8/11/2024,"4,230","4,250","4,260","4,050","20,95M","-0,94%"
11/11/2024,"4,380","4,310","4,410","4,255","68,61M","3,55%"
12/11/2024,"4,890","4,715","4,930","4,590","148,64M","11,64%"
13/11/2024,"4,890","4,840","4,900","4,540","80,20M","0,00%"
14/11/2024,"4,730","4,810","4,850","4,700","44,78M","-3,27%"
15/11/2024,"4,730","4,700","4,740","4,590","54,45M","0,00%"
18/11/2024,"4,990","4,760","4,995","4,700","59,15M","5,50%"
19/11/2024,"5,460","4,960","5,540","4,940","96,74M","9,42%"
20/11/2024,"5,660","5,480","5,670","5,400","82,01M","3,66%"
21/11/2024,"5,670","5,495","5,720","5,470","52,98M","0,18%"
22/11/2024,"5,070","5,440","5,485","5,000","58,75M","-10,58%"
25/11/2024,"5,140","5,210","5,210","5,020","48,80M","1,38%"
26/11/2024,"5,150","5,140","5,310","5,140","20,37M","0,19%"
27/11/2024,"5,180","5,160","5,320","5,085","36,03M","0,58%"
29/11/2024,"5,000","5,160","5,180","4,950","27,78M","-3,47%"
2/12/2024,"5,180","5,055","5,190","4,995","26,51M","3,60%"
3/12/2024,"5,290","5,180","5,330","5,150","39,15M","2,12%"
4/12/2024,"5,310","5,280","5,390","5,210","44,47M","0,38%"
5/12/2024,"5,240","5,225","5,270","5,120","26,16M","-1,32%"
6/12/2024,"5,140","5,280","5,300","5,070","26,49M","-1,91%"
9/12/2024,"5,330","5,210","5,395","5,160","36,94M","3,70%"
10/12/2024,"5,430","5,270","5,480","5,200","65,82M","1,88%"
11/12/2024,"5,400","5,510","5,520","5,370","30,75M","-0,55%"
12/12/2024,"5,180","5,395","5,410","5,170","34,77M","-4,07%"
13/12/2024,"5,130","5,200","5,240","5,080","28,73M","-0,97%"
16/12/2024,"5,130","5,150","5,190","5,032","34,45M","0,00%"
17/12/2024,"5,140","5,070","5,150","4,960","31,43M","0,19%"
18/12/2024,"4,910","5,180","5,185","4,870","25,92M","-4,47%"
19/12/2024,"4,920","4,920","4,980","4,810","22,25M","0,20%"
20/12/2024,"4,900","4,810","4,980","4,800","28,39M","-0,41%"
23/12/2024,"4,880","4,895","4,920","4,840","17,51M","-0,41%"
24/12/2024,"4,940","4,880","4,985","4,830","8,03M","1,23%"
26/12/2024,"4,960","4,910","5,030","4,890","11,56M","0,40%"
27/12/2024,"4,810","4,955","4,955","4,750","22,49M","-3,02%"
30/12/2024,"4,760","4,770","4,780","4,720","17,88M","-1,04%"
31/12/2024,"4,720","4,720","4,770","4,650","15,07M","-0,84%"
2/1/2025,"4,740","4,730","4,845","4,700","15,51M","0,42%"
3/1/2025,"4,810","4,710","4,810","4,640","16,95M","1,48%"
6/1/2025,"4,870","4,990","5,000","4,831","22,33M","1,25%"
7/1/2025,"4,740","4,905","4,905","4,710","23,03M","-2,67%"
8/1/2025,"4,630","4,755","4,760","4,510","23,95M","-2,32%"
10/1/2025,"4,490","4,510","4,530","4,370","30,13M","-3,02%"
13/01/2025,"4,500","4,380","4,510","4,365","21,09M","0,22%"
14/01/2025,"4,360","4,510","4,560","4,340","31,14M","-3,11%"
15/01/2025,"4,460","4,430","4,600","4,420","25,73M","2,29%"
16/01/2025,"4,450","4,540","4,570","4,440","23,77M","-0,22%"
17/01/2025,"4,500","4,500","4,630","4,471","30,39M","1,12%"
21/01/2025,"4,610","4,678","4,678","4,540","34,04M","2,44%"
22/01/2025,"4,660","4,655","4,680","4,570","27,80M","1,08%"
23/01/2025,"4,640","4,680","4,700","4,550","17,49M","-0,43%"
24/01/2025,"4,570","4,670","4,670","4,500","20,96M","-1,51%"
27/01/2025,"4,440","4,480","4,510","4,410","18,44M","-2,84%"
28/01/2025,"4,560","4,490","4,580","4,400","15,97M","2,70%"
29/01/2025,"4,780","4,550","4,790","4,540","34,37M","4,82%"
30/01/2025,"4,640","4,810","4,830","4,620","28,45M","-2,93%"
31/01/2025,"4,580","4,690","4,710","4,550","26,01M","-1,29%"
3/2/2025,"4,540","4,490","4,610","4,435","20,59M","-0,87%"
4/2/2025,"5,110","4,980","5,190","4,930","77,21M","12,56%"
5/2/2025,"4,560","4,800","4,920","4,530","63,63M","-10,76%"
6/2/2025,"4,670","4,680","4,715","4,590","29,75M","2,41%"
7/2/2025,"4,790","4,710","4,830","4,700","32,40M","2,57%"
10/2/2025,"4,780","4,790","4,835","4,700","22,12M","-0,21%"
11/2/2025,"4,780","4,790","4,845","4,725","26,93M","0,00%"
12/2/2025,"5,000","4,750","5,080","4,745","57,68M","4,60%"
13/02/2025,"4,960","5,070","5,070","4,740","48,34M","-0,80%"
14/02/2025,"4,900","4,980","5,040","4,860","31,29M","-1,21%"
18/02/2025,"5,300","5,295","5,530","5,100","111,64M","8,16%"
19/02/2025,"5,340","5,360","5,370","5,100","86,96M","0,75%"
20/02/2025,"4,785","5,080","5,150","4,710","82,29M","-10,39%"
21/02/2025,"4,900","5,010","5,290","4,800","56,50M","2,40%"
24/02/2025,"4,820","4,900","4,950","4,670","38,76M","-1,63%"
25/02/2025,"4,560","4,755","4,770","4,550","38,66M","-5,39%"
26/02/2025,"4,870","4,700","4,890","4,630","35,26M","6,80%"
27/02/2025,"4,830","4,850","5,005","4,800","36,88M","-0,82%"
28/02/2025,"4,850","4,780","4,880","4,720","55,50M","0,41%"
3/3/2025,"4,730","4,880","5,000","4,710","45,85M","-2,47%"
4/3/2025,"4,690","4,600","4,740","4,485","33,12M","-0,85%"
5/3/2025,"4,830","4,695","4,830","4,690","25,23M","2,99%"
6/3/2025,"4,600","4,750","4,770","4,540","27,76M","-4,76%"
7/3/2025,"4,590","4,600","4,610","4,430","39,22M","-0,22%"
10/3/2025,"4,120","4,445","4,450","4,000","80,73M","-10,24%"
11/3/2025,"4,310","4,255","4,530","4,200","50,99M","4,61%"
12/3/2025,"4,220","4,460","4,500","4,180","31,68M","-2,09%"
13/03/2025,"4,260","4,210","4,310","4,200","30,58M","0,95%"
14/03/2025,"4,400","4,340","4,420","4,320","17,81M","3,29%"
17/03/2025,"4,450","4,490","4,510","4,400","21,53M","1,14%"
18/03/2025,"4,600","4,635","4,680","4,500","36,00M","3,37%"
19/03/2025,"4,710","4,610","4,790","4,574","38,84M","2,39%"
20/03/2025,"4,580","4,720","4,720","4,525","17,09M","-2,76%"
21/03/2025,"4,640","4,510","4,650","4,440","23,25M","1,31%"
24/03/2025,"4,620","4,640","4,680","4,600","34,93M","-0,43%"
25/03/2025,"4,540","4,640","4,690","4,530","18,42M","-1,73%"
26/03/2025,"4,780","4,620","4,790","4,565","34,32M","5,29%"
27/03/2025,"4,800","4,780","4,850","4,690","27,43M","0,42%"
28/03/2025,"4,570","4,790","4,790","4,540","25,07M","-4,79%"
31/03/2025,"4,530","4,380","4,560","4,290","30,70M","-0,88%"
1/4/2025,"4,550","4,450","4,560","4,430","15,60M","0,44%"
2/4/2025,"4,610","4,440","4,610","4,440","30,02M","1,32%"
3/4/2025,"4,260","4,370","4,399","4,200","29,25M","-7,59%"
4/4/2025,"3,730","4,090","4,100","3,660","87,10M","-12,44%"
7/4/2025,"3,480","3,600","3,760","3,360","95,73M","-6,70%"
8/4/2025,"3,730","3,790","3,950","3,630","84,31M","7,18%"
9/4/2025,"4,260","3,850","4,320","3,700","62,96M","14,21%"
10/4/2025,"3,970","4,110","4,116","3,850","52,70M","-6,81%"
11/4/2025,"4,050","4,030","4,070","3,930","47,06M","2,02%"
14/04/2025,"3,980","4,105","4,160","3,960","32,45M","-1,73%"
15/04/2025,"4,060","4,010","4,090","3,985","17,98M","2,01%"
16/04/2025,"4,040","3,950","4,120","3,930","32,23M","-0,49%"
17/04/2025,"4,110","4,080","4,170","4,060","17,72M","1,73%"
21/04/2025,"4,070","4,100","4,200","3,995","14,22M","-0,97%"
22/04/2025,"4,240","4,130","4,330","4,130","19,82M","4,18%"
23/04/2025,"4,380","4,490","4,600","4,320","42,33M","3,30%"
24/04/2025,"4,680","4,380","4,700","4,375","30,54M","6,85%"
25/04/2025,"4,780","4,650","4,790","4,560","37,68M","2,14%"
28/04/2025,"4,760","4,790","4,895","4,660","44,31M","-0,42%"
29/04/2025,"4,790","4,800","4,850","4,710","33,24M","0,63%"
30/04/2025,"4,880","4,690","4,930","4,650","41,72M","1,88%"
1/5/2025,"4,770","4,930","4,940","4,750","26,91M","-2,25%"
2/5/2025,"4,890","4,850","4,980","4,820","32,79M","2,52%"
5/5/2025,"4,860","4,835","5,000","4,795","25,04M","-0,61%"
6/5/2025,"4,840","4,790","4,880","4,740","24,92M","-0,41%"
7/5/2025,"4,840","4,970","4,980","4,785","44,38M","0,00%"
8/5/2025,"4,930","4,850","4,970","4,830","20,80M","1,86%"
9/5/2025,"4,900","4,965","5,020","4,860","22,26M","-0,61%"
12/5/2025,"4,990","5,035","5,035","4,955","20,84M","1,84%"
13/05/2025,"5,030","4,995","5,060","4,970","41,39M","0,80%"
14/05/2025,"5,250","5,030","5,250","5,005","52,04M","4,37%"
15/05/2025,"5,060","5,150","5,220","4,980","36,27M","-3,62%"
16/05/2025,"5,090","5,100","5,200","5,050","24,67M","0,59%"
19/05/2025,"5,080","5,010","5,130","4,990","23,55M","-0,20%"
20/05/2025,"4,940","5,070","5,070","4,890","32,52M","-2,76%"
21/05/2025,"4,810","4,930","4,930","4,770","28,48M","-2,63%"
22/05/2025,"4,960","4,815","5,060","4,795","36,67M","3,12%"
23/05/2025,"4,950","4,870","4,990","4,860","12,72M","-0,20%"
